Drug1,Drug2
DB00368,DB00762
DB00122,DB01221
DB00331,DB02587
DB00277,DB00563
DB00947,DB01645
DB00407,DB00641
DB00531,DB02533
DB00970,DB01645
DB01919,DB04115
DB00338,DB00544
DB00316,DB00531
DB00091,DB00863
DB00624,DB04743
DB00435,DB00470
DB00317,DB02656
DB00815,DB03843
DB00396,DB00412
DB00571,DB01169
DB00313,DB03255
DB00255,DB00407
DB00746,DB00988
DB00091,DB03128
DB00252,DB01041
DB00563,DB00988
DB00917,DB00970
DB01169,DB01586
DB00279,DB00526
DB01064,DB01356
DB00126,DB00796
DB00783,DB01394
DB00624,DB03166
DB00166,DB00431
DB00412,DB00822
DB00421,DB00531
DB00746,DB00987
DB00898,DB00917
DB00563,DB00987
DB01262,DB02546
DB00126,DB00368
DB00795,DB00877
DB00316,DB00815
DB00753,DB00977
DB00197,DB00338
DB00338,DB00481
DB00907,DB01132
DB00526,DB01577
DB00166,DB00170
DB00435,DB01852
DB00197,DB00627
DB00624,DB00910
DB00958,DB00977
DB00281,DB00564
DB00317,DB01065
DB00526,DB01149
DB00945,DB01373
DB00201,DB02587
DB00746,DB01393
DB00636,DB00694
DB00313,DB00523
DB00783,DB01599
DB00188,DB00252
DB01356,DB03568
DB01064,DB01394
DB00396,DB04216
DB00197,DB00977
DB00550,DB00818
DB00668,DB00947
DB00755,DB00829
DB00431,DB00907
DB00279,DB00947
DB00564,DB03255
DB00712,DB00947
DB00184,DB00917
DB00605,DB00864
DB00472,DB00997
DB00641,DB01880
DB00571,DB01064
DB00328,DB00477
DB00720,DB02709
DB00331,DB01645
DB00482,DB04115
DB00435,DB01030
DB00482,DB04540
DB00166,DB00898
DB00773,DB00959
DB00394,DB00741
DB00441,DB01592
DB00675,DB01041
DB01050,DB01115
DB00481,DB00712
DB00694,DB01370
DB00526,DB00795
DB02587,DB02656
DB00977,DB00988
DB00515,DB01174
DB00563,DB01275
DB00755,DB01042
DB00997,DB01001
DB00313,DB00542
DB00627,DB01296
DB00091,DB00936
DB00675,DB00763
DB00977,DB00987
DB00203,DB01262
DB00987,DB01229
DB00428,DB00741
DB00252,DB00564
DB00415,DB04216
DB01132,DB01229
DB01370,DB01454
DB00635,DB01262
DB00627,DB04557
DB00162,DB00608
DB00762,DB00783
DB00367,DB00783
DB00544,DB01183
DB00158,DB01174
DB00945,DB01700
DB00396,DB00472
DB00136,DB00262
DB00481,DB01296
DB00184,DB00898
DB00541,DB04557
DB01164,DB01169
DB00435,DB00526
DB00122,DB00727
DB01118,DB02527
DB00441,DB00495
DB00179,DB00544
DB00171,DB00584
DB00907,DB04348
DB00122,DB01132
DB00134,DB00277
DB00563,DB01236
DB00451,DB01593
DB00170,DB00482
DB00605,DB00694
DB00290,DB00482
DB00201,DB01645
DB00796,DB01050
DB00544,DB00753
DB00412,DB01221
DB00277,DB02901
DB00788,DB00834
DB00451,DB00550
DB00977,DB01275
DB00179,DB01593
DB00143,DB00982
DB00313,DB00572
DB00822,DB00993
DB00472,DB00877
DB00641,DB04513
DB00388,DB01956
DB00412,DB00958
DB00162,DB02533
DB00477,DB00947
DB00741,DB00755
DB00396,DB01092
DB00783,DB01880
DB00523,DB01050
DB00526,DB00982
DB00316,DB00970
DB00179,DB00550
DB01234,DB01645
DB00945,DB01039
DB00988,DB01370
DB00134,DB00201
DB00566,DB00947
DB00451,DB01394
DB00966,DB04173
DB00755,DB02587
DB00184,DB01454
DB00472,DB00531
DB00550,DB00594
DB00608,DB04743
DB00203,DB00564
DB00091,DB04173
DB00441,DB00586
DB00531,DB00755
DB00451,DB01234
DB00818,DB00947
DB00388,DB01030
DB01394,DB01577
DB00328,DB04216
DB00368,DB03467
DB00531,DB03796
DB00571,DB01118
DB00482,DB00988
DB01030,DB01254
DB01064,DB01880
DB00179,DB01234
DB00564,DB00572
DB00526,DB00685
DB00695,DB02527
DB00412,DB04573
DB01041,DB04827
DB00472,DB00678
DB01026,DB02656
DB00091,DB00266
DB00328,DB01181
DB00197,DB01393
DB00407,DB01093
DB00975,DB01169
DB00126,DB04743
DB00431,DB00515
DB00134,DB00477
DB00197,DB00255
DB00134,DB00554
DB01296,DB01393
DB00441,DB00783
DB00363,DB00435
DB00864,DB04224
DB00338,DB01050
DB00550,DB00907
DB00305,DB00563
DB00171,DB03843
DB00122,DB04348
DB00762,DB02656
DB00481,DB00635
DB00170,DB00982
DB00290,DB00982
DB01394,DB02169
DB00526,DB01700
DB00741,DB01115
DB00783,DB01094
DB00945,DB04743
DB01118,DB02379
DB00544,DB04743
DB00798,DB01356
DB00563,DB00993
DB00255,DB00624
DB00197,DB01275
DB00255,DB04827
DB00959,DB00997
DB00171,DB00428
DB00627,DB00917
DB02379,DB02701
DB00091,DB01085
DB00834,DB01852
DB00091,DB00762
DB00694,DB01577
DB00499,DB00798
DB00295,DB00584
DB00531,DB01115
DB00907,DB01248
DB00772,DB00977
DB00541,DB00917
DB00126,DB00910
DB00328,DB00928
DB00675,DB02701
DB00755,DB01645
DB00279,DB02587
DB00388,DB01118
DB00975,DB01064
DB00580,DB01229
DB00790,DB03843
DB00313,DB00437
DB00171,DB03518
DB00762,DB01065
DB00815,DB01593
DB00262,DB01454
DB00798,DB01394
DB00499,DB00641
DB00481,DB00917
DB00917,DB00977
DB00136,DB01041
DB00136,DB01262
DB00544,DB00910
DB00126,DB01136
DB00499,DB00668
DB00526,DB01039
DB00550,DB04703
DB00694,DB00795
DB01064,DB04513
DB00166,DB00675
DB00136,DB00763
DB00170,DB00175
DB00627,DB00898
DB00470,DB04827
DB00977,DB00993
DB00544,DB01136
DB00515,DB00608
DB00412,DB00495
DB00396,DB00580
DB00695,DB02379
DB00541,DB00898
DB00277,DB00822
DB00526,DB00636
DB01065,DB01956
DB00166,DB01370
DB00864,DB03843
DB00531,DB00945
DB00815,DB01234
DB00431,DB00966
DB00586,DB00928
DB00502,DB00834
DB00435,DB00503
DB00091,DB00790
DB00126,DB01919
DB00441,DB02656
DB01169,DB04513
DB00481,DB00898
DB00399,DB04540
DB00624,DB00864
DB00158,DB00608
DB00184,DB00675
DB00550,DB01248
DB00988,DB01577
DB01222,DB01577
DB00197,DB00661
DB00279,DB01645
DB00580,DB01262
DB01050,DB02527
DB00712,DB01645
DB00544,DB01919
DB00627,DB01454
DB01085,DB03843
DB01576,DB02709
DB00624,DB02546
DB00495,DB01356
DB00399,DB00566
DB01030,DB01181
DB00136,DB01698
DB00136,DB00564
DB00515,DB02533
DB00162,DB00755
DB00763,DB00970
DB00864,DB03518
DB00412,DB00586
DB00396,DB02052
DB02901,DB03843
DB00363,DB00399
DB00541,DB01454
DB00197,DB00313
DB00435,DB02587
DB00169,DB02379
DB00134,DB00188
DB00162,DB03796
DB00407,DB00695
DB00834,DB00947
DB00755,DB01159
DB00694,DB01373
DB00437,DB00564
DB00495,DB00550
DB00184,DB00853
DB00331,DB00641
DB00252,DB01174
DB02656,DB04115
DB00396,DB01064
DB02656,DB04540
DB02375,DB02379
DB00277,DB00388
DB00441,DB01065
DB00550,DB02232
DB00313,DB02701
DB00325,DB01296
DB00143,DB00860
DB00158,DB02533
DB00412,DB04539
DB00435,DB01586
DB00412,DB00783
DB00495,DB01394
DB00317,DB01169
DB00262,DB00544
DB01085,DB03518
DB00316,DB00338
DB00755,DB01120
DB00136,DB00541
DB00122,DB01076
DB00134,DB00928
DB01262,DB04827
DB02901,DB03518
DB01356,DB04557
DB00571,DB02709
DB00624,DB00694
DB00325,DB04557
DB01919,DB04827
DB00255,DB00523
DB00136,DB00746
DB00316,DB00627
DB01645,DB01698
DB01065,DB01118
DB00394,DB04557
DB04066,DB04216
DB00396,DB00747
DB00458,DB03843
DB00201,DB00798
DB00313,DB00720
DB00783,DB00815
DB00316,DB00977
DB00917,DB01393
DB00162,DB01115
DB00564,DB02701
DB01296,DB04173
DB01229,DB02709
DB00277,DB01221
DB00451,DB00997
DB00262,DB00481
DB00328,DB00580
DB00201,DB00641
DB00175,DB00755
DB00388,DB00503
DB00162,DB01017
DB00512,DB01229
DB00477,DB01645
DB00796,DB04743
DB00421,DB00977
DB01050,DB02379
DB00435,DB01645
DB00179,DB00997
DB00566,DB01645
DB00399,DB00988
DB00091,DB03467
DB00758,DB01262
DB00321,DB02709
DB00091,DB02901
DB00290,DB00860
DB00988,DB01373
DB00295,DB01454
DB00795,DB04540
DB00421,DB00566
DB00641,DB00970
DB00171,DB00544
DB00431,DB00441
DB00550,DB03568
DB00470,DB00523
DB01222,DB01373
DB00399,DB00987
DB00877,DB01017
DB00428,DB00584
DB01599,DB04216
DB00907,DB00975
DB00818,DB01645
DB00188,DB01174
DB00636,DB01200
DB00126,DB00295
DB01221,DB04557
DB00523,DB04743
DB00834,DB01042
DB00368,DB01221
DB02169,DB04216
DB00166,DB01577
DB00550,DB00966
DB00571,DB01356
DB00482,DB00624
DB01645,DB01696
DB00171,DB01593
DB00482,DB04827
DB00636,DB00947
DB01076,DB01577
DB00126,DB00312
DB00313,DB00927
DB01076,DB01149
DB00694,DB01039
DB00898,DB01577
DB00162,DB00945
DB00554,DB01030
DB00898,DB01149
DB00143,DB00277
DB00641,DB02010
DB00853,DB00898
DB00499,DB01093
DB01370,DB02169
DB00741,DB02527
DB00171,DB00481
DB00396,DB01118
DB02056,DB04216
DB01229,DB01356
DB00412,DB02656
DB00388,DB01586
DB00841,DB04216
DB00871,DB00898
DB00947,DB01093
DB00627,DB00675
DB01164,DB02709
DB00570,DB04216
DB00531,DB02527
DB00184,DB01050
DB00451,DB00877
DB00669,DB00783
DB00790,DB01593
DB01076,DB02169
DB00541,DB00675
DB00338,DB04743
DB00898,DB02169
DB01262,DB03255
DB00171,DB01234
DB00727,DB01454
DB00118,DB00396
DB00798,DB00997
DB00435,DB00682
DB00636,DB00841
DB00363,DB00396
DB00755,DB00798
DB00325,DB00917
DB00328,DB01956
DB00126,DB00864
DB00451,DB00531
DB00325,DB00431
DB00685,DB03843
DB00822,DB01262
DB00227,DB00412
DB00481,DB00675
DB01852,DB02656
DB00328,DB00747
DB00091,DB03619
DB00255,DB01041
DB00515,DB00755
DB00550,DB00975
DB00313,DB01174
DB00184,DB00859
DB00412,DB01076
DB00783,DB00970
DB00126,DB02546
DB00977,DB04066
DB00635,DB00907
DB00428,DB03843
DB00515,DB03796
DB00331,DB00608
DB00184,DB02169
DB00328,DB01030
DB00834,DB02587
DB00170,DB00277
DB00815,DB00997
DB00481,DB01370
DB00136,DB00818
DB00526,DB01254
DB00184,DB00759
DB00605,DB00947
DB00316,DB01393
DB00255,DB00763
DB00790,DB01234
DB00864,DB01593
DB01039,DB01592
DB00515,DB02315
DB00988,DB01039
DB00997,DB01097
DB00945,DB02546
DB00295,DB00544
DB00158,DB00755
DB00544,DB02546
DB00481,DB00853
DB00526,DB00554
DB02232,DB02709
DB00472,DB04540
DB02587,DB04224
DB00206,DB00563
DB00158,DB03796
DB00227,DB04216
DB00325,DB00898
DB00396,DB02285
DB00316,DB00537
DB00636,DB01042
DB02546,DB04743
DB00975,DB02709
DB00741,DB02379
DB00170,DB00201
DB00316,DB01275
DB00166,DB01373
DB00586,DB01956
DB00564,DB01174
DB01076,DB01373
DB00363,DB00470
DB00472,DB00566
DB00898,DB01373
DB01085,DB01593
DB00763,DB00977
DB00762,DB01169
DB00668,DB01174
DB00305,DB00388
DB00367,DB01169
DB00262,DB01050
DB00197,DB00262
DB00515,DB01115
DB00746,DB01262
DB00091,DB00822
DB00531,DB02379
DB00368,DB00727
DB00295,DB00481
DB00481,DB00502
DB00563,DB01262
DB00822,DB01698
DB00798,DB00877
DB00864,DB01234
DB01254,DB02656
DB00368,DB01132
DB00431,DB01296
DB00586,DB01030
DB00255,DB01698
DB00328,DB01118
DB00255,DB00564
DB00184,DB00796
DB00515,DB01017
DB00669,DB02656
DB00563,DB00763
DB00316,DB00471
DB01222,DB04743
DB00542,DB03843
DB00170,DB00477
DB01356,DB01454
DB00252,DB02533
DB00143,DB00412
DB00184,DB01373
DB00279,DB00641
DB00325,DB01454
DB00184,DB00368
DB00158,DB01115
DB00834,DB01645
DB00316,DB01236
DB00458,DB00544
DB00495,DB00997
DB00394,DB01454
DB00682,DB00977
DB00499,DB00695
DB01065,DB01586
DB00118,DB00126
DB00396,DB01232
DB01085,DB01234
DB00177,DB01065
DB00675,DB01104
DB00158,DB01017
DB01577,DB01700
DB01169,DB02010
DB00762,DB01064
DB00755,DB01576
DB00898,DB01700
DB00162,DB01026
DB00363,DB01030
DB00458,DB01593
DB00428,DB01454
DB00197,DB00305
DB00277,DB00783
DB00134,DB01956
DB00958,DB01229
DB00636,DB02587
DB02587,DB03843
DB01030,DB01956
DB00171,DB01050
DB00515,DB00945
DB00977,DB01041
DB01045,DB04540
DB01030,DB01852
DB00977,DB01262
DB00091,DB00388
DB00675,DB02232
DB00458,DB00550
DB00197,DB01229
DB00162,DB02527
DB00143,DB04216
DB00877,DB01026
DB00177,DB00412
DB00313,DB00649
DB00203,DB00515
DB00627,DB01577
DB00563,DB01698
DB00997,DB04216
DB00563,DB00564
DB00586,DB01118
DB00541,DB01050
DB01159,DB01174
DB00316,DB00661
DB00158,DB00501
DB01593,DB01698
DB00472,DB00988
DB00134,DB01030
DB00928,DB01174
DB00396,DB02709
DB00396,DB04703
DB00158,DB00945
DB01234,DB02533
DB01221,DB01454
DB00641,DB00977
DB00201,DB00331
DB00477,DB01174
DB00441,DB01169
DB00166,DB01039
DB00526,DB01181
DB02587,DB03518
DB00381,DB00563
DB00458,DB01234
DB00143,DB00188
DB01095,DB01645
DB00134,DB00264
DB00363,DB00526
DB00898,DB01039
DB00435,DB00798
DB00136,DB00907
DB00533,DB01174
DB00481,DB01577
DB00966,DB01221
DB00502,DB00563
DB00481,DB01149
DB00412,DB00788
DB00531,DB01045
DB00818,DB01174
DB00091,DB01221
DB00177,DB04216
DB00495,DB00877
DB00588,DB01234
DB00564,DB00649
DB00166,DB00636
DB00477,DB00641
DB00526,DB00694
DB00753,DB01262
DB00550,DB00712
DB00091,DB00761
DB00435,DB00641
DB00541,DB02169
DB00566,DB00641
DB00503,DB00977
DB00563,DB00746
DB00783,DB01083
DB00143,DB00472
DB01370,DB04743
DB00091,DB00958
DB00435,DB00668
DB00763,DB01393
DB01759,DB03843
DB00495,DB00531
DB00958,DB01262
DB00091,DB04690
DB04557,DB04827
DB00605,DB02587
DB00290,DB04216
DB00636,DB01645
DB00170,DB04216
DB00977,DB01698
DB00959,DB00977
DB00974,DB00977
DB00859,DB00947
DB00526,DB00928
DB00481,DB00795
DB00481,DB02169
DB00471,DB01593
DB00197,DB01262
DB00563,DB01696
DB00412,DB00533
DB00134,DB01118
DB01593,DB01696
DB00755,DB01093
DB00170,DB01181
DB00317,DB02709
DB00431,DB00917
DB02656,DB04827
DB00470,DB02701
DB00313,DB01104
DB00759,DB04743
DB00550,DB01296
DB00277,DB02656
DB00162,DB02379
DB00482,DB01041
DB01030,DB01200
DB00796,DB02546
DB00170,DB00188
DB00428,DB00544
DB00580,DB00907
DB00685,DB01593
DB00295,DB01050
DB01026,DB03843
DB00312,DB00977
DB00987,DB01076
DB00325,DB00675
DB00863,DB00947
DB00396,DB00619
DB00550,DB04557
DB00783,DB00977
DB00877,DB02379
DB00482,DB00763
DB00394,DB00481
DB00162,DB00499
DB00627,DB01373
DB00471,DB01234
DB00541,DB00796
DB00523,DB02546
DB00184,DB04743
DB00290,DB00472
DB00313,DB02533
DB00806,DB01030
DB00290,DB00928
DB00170,DB00928
DB00531,DB01370
DB00305,DB00495
DB00563,DB01268
DB00541,DB01373
DB00197,DB01222
DB00134,DB00171
DB00624,DB00947
DB00316,DB01033
DB00428,DB00481
DB00328,DB00363
DB00252,DB00755
DB00431,DB00898
DB01128,DB01174
DB00136,DB01248
DB00184,DB03166
DB00388,DB00798
DB00499,DB00834
DB00641,DB00773
DB00277,DB01076
DB00224,DB00755
DB00605,DB01645
DB00122,DB04224
DB00122,DB00584
DB00636,DB00682
DB00685,DB01234
DB00822,DB00997
DB02656,DB03619
DB00295,DB00759
DB00435,DB00451
DB00481,DB01373
DB00388,DB00571
DB00396,DB01599
DB00641,DB01393
DB00184,DB00910
DB01039,DB01065
DB01041,DB01174
DB00252,DB00441
DB01370,DB01919
DB00564,DB02533
DB00542,DB00544
DB00388,DB00668
DB00727,DB01050
DB00136,DB00515
DB00338,DB02546
DB00482,DB00564
DB00694,DB00864
DB00841,DB01030
DB00317,DB00550
DB00175,DB02379
DB00328,DB01586
DB00136,DB00179
DB00305,DB00586
DB00307,DB00834
DB00515,DB02527
DB00624,DB00841
DB00570,DB01030
DB00499,DB00959
DB01262,DB02701
DB00481,DB00685
DB00412,DB01169
DB00184,DB01136
DB00550,DB00635
DB00368,DB01076
DB02379,DB03796
DB00544,DB00871
DB00977,DB01268
DB00542,DB01593
DB00806,DB01118
DB02527,DB02587
DB00947,DB00959
DB00175,DB00499
DB00917,DB01229
DB00197,DB00746
DB00252,DB01115
DB00227,DB01064
DB00136,DB00448
DB00675,DB03796
DB00412,DB01166
DB00162,DB01045
DB00563,DB00818
DB00542,DB00550
DB00158,DB02527
DB00313,DB00772
DB00305,DB00783
DB00481,DB01700
DB00171,DB00678
DB00448,DB01174
DB00279,DB00331
DB00262,DB04743
DB00675,DB02315
DB01149,DB04557
DB00783,DB00987
DB00188,DB00755
DB00627,DB01039
DB01956,DB02656
DB00515,DB03057
DB00184,DB01919
DB01645,DB02232
DB00122,DB03843
DB00550,DB00917
DB00624,DB01042
DB00542,DB01234
DB00678,DB01592
DB00841,DB01118
DB01039,DB04216
DB00586,DB01586
DB00544,DB04827
DB00122,DB00428
DB00783,DB01393
DB00499,DB00863
DB00864,DB01183
DB00134,DB00503
DB00470,DB01174
DB00363,DB02587
DB00907,DB01454
DB00396,DB01880
DB00407,DB00563
DB00136,DB03568
DB00388,DB00451
DB00252,DB00945
DB00435,DB00570
DB00481,DB01039
DB00458,DB00997
DB00435,DB01093
DB00720,DB00977
DB00499,DB03128
DB00134,DB00363
DB00091,DB04539
DB00122,DB03518
DB00136,DB00966
DB00917,DB01262
DB00331,DB00959
DB00091,DB00783
DB00515,DB02379
DB01222,DB02546
DB00783,DB01275
DB00295,DB01183
DB00472,DB00624
DB00822,DB00907
DB00394,DB01050
DB00325,DB01577
DB01064,DB01393
DB00550,DB00898
DB00641,DB00661
DB00481,DB00636
DB00773,DB01592
DB00531,DB01149
DB00627,DB04743
DB00188,DB01115
DB00762,DB02709
DB00997,DB02052
DB01030,DB02587
DB00863,DB02587
DB00162,DB01370
DB00177,DB01169
DB01076,DB01254
DB00608,DB00947
DB00143,DB01064
DB00898,DB01254
DB00136,DB00162
DB00541,DB04743
DB00201,DB00834
DB00158,DB02379
DB00997,DB01064
DB00227,DB00328
DB00428,DB01050
DB00396,DB00421
DB00166,DB00554
DB00313,DB00755
DB01645,DB03568
DB00134,DB01586
DB01064,DB01275
DB01030,DB01586
DB00305,DB02656
DB00675,DB00945
DB00526,DB01065
DB00313,DB03796
DB01356,DB02169
DB00396,DB01094
DB00227,DB01118
DB00515,DB00744
DB00531,DB00795
DB00783,DB01236
DB00252,DB01296
DB00126,DB00947
DB00158,DB00499
DB00313,DB02315
DB01373,DB01586
DB00526,DB01956
DB00363,DB01645
DB00798,DB04540
DB00316,DB01229
DB00313,DB00441
DB00431,DB00675
DB00571,DB00970
DB00399,DB01262
DB00526,DB01852
DB00541,DB00910
DB00126,DB03255
DB00396,DB04513
DB00171,DB01136
DB00177,DB01064
DB00166,DB00435
DB02010,DB02656
DB00675,DB00712
DB00136,DB00975
DB00798,DB00977
DB00945,DB00947
DB01026,DB01593
DB00188,DB00945
DB00636,DB00641
DB00773,DB00860
DB00564,DB00755
DB00428,DB00759
DB00746,DB00907
DB00399,DB00763
DB00305,DB01065
DB00563,DB00907
DB00136,DB00279
DB00641,DB04173
DB00762,DB01356
DB00564,DB03796
DB00421,DB01229
DB00668,DB00755
DB00544,DB03255
DB00526,DB01030
DB00541,DB01136
DB00649,DB01645
DB00678,DB00783
DB00184,DB00295
DB01169,DB03128
DB00313,DB01115
DB00863,DB01645
DB00264,DB03843
DB00388,DB01093
DB00564,DB02315
DB00126,DB00841
DB00860,DB02656
DB01045,DB04827
DB00685,DB00997
DB00367,DB00550
DB00675,DB01296
DB00184,DB00312
DB00091,DB02656
DB00388,DB00394
DB00184,DB00435
DB01370,DB02546
DB00515,DB01045
DB00171,DB01919
DB00313,DB01017
DB00441,DB02709
DB00312,DB00313
DB00170,DB01956
DB00166,DB00864
DB00295,DB04743
DB00264,DB00428
DB01026,DB01234
DB01356,DB01373
DB00624,DB01645
DB00762,DB01394
DB00325,DB01373
DB00325,DB00368
DB00412,DB00428
DB00143,DB00328
DB00531,DB00982
DB00563,DB00588
DB00537,DB01593
DB00170,DB00747
DB00197,DB00727
DB00331,DB01026
DB00605,DB00798
DB00541,DB01919
DB00747,DB01174
DB02169,DB02709
DB00435,DB00695
DB00197,DB01132
DB00399,DB01698
DB00158,DB01045
DB00564,DB01115
DB00399,DB00564
DB00143,DB01118
DB00316,DB01262
DB00290,DB01030
DB00170,DB01030
DB00860,DB01065
DB00403,DB02709
DB00783,DB00993
DB01852,DB03843
DB01041,DB02533
DB00641,DB00762
DB00554,DB00798
DB00997,DB01118
DB00412,DB03518
DB00966,DB01076
DB00313,DB00501
DB01248,DB02656
DB00605,DB00641
DB00182,DB00396
DB00328,DB00421
DB00388,DB02010
DB00564,DB01017
DB00126,DB01042
DB00295,DB00910
DB00313,DB00945
DB00091,DB01076
DB02056,DB02709
DB00170,DB00264
DB00554,DB00571
DB00184,DB00864
DB00421,DB01262
DB00970,DB02379
DB00526,DB01200
DB00177,DB00328
DB01149,DB01454
DB00537,DB01234
DB00495,DB04540
DB00252,DB02527
DB00834,DB01093
DB00945,DB01042
DB00755,DB00959
DB00798,DB00988
DB00184,DB02546
DB04115,DB04540
DB00399,DB00541
DB00295,DB01136
DB00122,DB00544
DB00441,DB01356
DB00166,DB00694
DB00126,DB00252
DB00727,DB04743
DB00795,DB01262
DB00262,DB00295
DB01221,DB01373
DB00798,DB00987
DB00412,DB00669
DB00399,DB00746
DB00563,DB01248
DB00328,DB04513
DB00290,DB00328
DB00495,DB00566
DB00126,DB00572
DB00864,DB01919
DB00533,DB00755
DB00542,DB00997
DB00316,DB01222
DB00252,DB00431
DB00515,DB01370
DB00678,DB02656
DB00564,DB00945
DB00624,DB00682
DB00122,DB01593
DB00675,DB00709
DB00122,DB00806
DB00166,DB00399
DB00441,DB00550
DB00162,DB00482
DB00499,DB01085
DB00290,DB01118
DB00170,DB01118
DB00428,DB01183
DB01001,DB01169
DB00798,DB01393
DB00550,DB00675
DB00572,DB03843
DB01039,DB01169
DB00864,DB02424
DB00544,DB00572
DB00947,DB01085
DB00122,DB00481
DB00441,DB01394
DB00197,DB04348
DB00783,DB01033
DB00295,DB01919
DB00126,DB00134
DB00158,DB01370
DB00624,DB01159
DB00328,DB00571
DB00563,DB02232
DB01085,DB01919
DB00669,DB03843
DB02365,DB02379
DB00470,DB02533
DB00325,DB01039
DB00822,DB03568
DB01593,DB02232
DB01234,DB02527
DB00437,DB00945
DB00678,DB01065
DB00763,DB01229
DB00431,DB01577
DB00227,DB02709
DB00388,DB00695
DB00477,DB01115
DB01169,DB04173
DB00550,DB00853
DB00122,DB01234
DB00624,DB00720
DB00822,DB00966
DB00947,DB01222
DB00977,DB01248
DB00499,DB00563
DB00481,DB01254
DB00624,DB01120
DB00744,DB00783
DB00136,DB00712
DB00531,DB00636
DB01001,DB01064
DB00457,DB00783
DB00170,DB00171
DB00317,DB00531
DB01039,DB01064
DB00316,DB00746
DB00188,DB02527
DB00262,DB02546
DB01118,DB04216
DB00481,DB00554
DB00331,DB00512
DB00122,DB00143
DB00431,DB00795
DB00206,DB00783
DB00421,DB00541
DB00682,DB01229
DB00316,DB01696
DB00586,DB00798
DB00412,DB02375
DB00313,DB01095
DB00495,DB00988
DB00421,DB00746
DB00773,DB01065
DB00307,DB00563
DB00162,DB00982
DB00325,DB04743
DB00171,DB04115
DB00977,DB02232
DB00136,DB01296
DB00571,DB00627
DB01234,DB03057
DB00997,DB01232
DB00394,DB04743
DB01065,DB02010
DB00495,DB00987
DB00126,DB00437
DB00993,DB02656
DB00472,DB01041
DB00571,DB00977
DB00928,DB00945
DB00472,DB01262
DB00907,DB01050
DB00746,DB03568
DB02546,DB04827
DB00563,DB03568
DB00136,DB04557
DB00586,DB00668
DB01593,DB03568
DB00118,DB01174
DB00583,DB01645
DB00435,DB00834
DB00859,DB01174
DB00407,DB00605
DB00763,DB01262
DB00472,DB00763
DB00428,DB04743
DB00264,DB00544
DB00533,DB00945
DB00203,DB00898
DB00627,DB00864
DB00746,DB00966
DB00495,DB01393
DB00363,DB00798
DB00563,DB00966
DB00741,DB00860
DB00396,DB00640
DB00635,DB00898
DB01262,DB02533
DB00143,DB00363
DB00197,DB01248
DB00541,DB00864
DB00368,DB04224
DB00368,DB00584
DB00945,DB01645
DB01234,DB02379
DB00328,DB00451
DB00641,DB01229
DB00313,DB00843
DB00695,DB04216
DB00987,DB03843
DB00641,DB03467
DB00264,DB01593
DB00993,DB01065
DB00118,DB00641
DB00255,DB00279
DB01132,DB03843
DB00997,DB02709
DB00363,DB00641
DB00313,DB02527
DB00997,DB04703
DB00412,DB01356
DB00575,DB00755
DB00451,DB00624
DB00541,DB02546
DB00412,DB01593
DB00396,DB00970
DB00481,DB00864
DB00162,DB00175
DB01221,DB04743
DB00788,DB02656
DB00431,DB01373
DB00435,DB00959
DB01093,DB01229
DB00264,DB00481
DB00682,DB01262
DB01183,DB01296
DB00428,DB00910
DB00188,DB02379
DB00201,DB01085
DB00526,DB02587
DB01645,DB04557
DB00134,DB00571
DB00412,DB00550
DB00166,DB00396
DB01454,DB01592
DB00179,DB00624
DB00928,DB01296
DB00367,DB00997
DB00694,DB00947
DB00977,DB03568
DB00515,DB03193
DB00503,DB01229
DB00448,DB00755
DB00864,DB04115
DB00277,DB03843
DB00624,DB01174
DB00472,DB00564
DB00126,DB00317
DB00396,DB02056
DB00252,DB01045
DB00136,DB00158
DB00177,DB02709
DB01042,DB01645
DB00134,DB00668
DB00412,DB01394
DB01039,DB01118
DB00584,DB00586
DB00188,DB00499
DB01174,DB04573
DB00428,DB01136
DB00959,DB01229
DB00526,DB01586
DB00550,DB01577
DB00136,DB00635
DB00564,DB02527
DB00627,DB00694
DB01254,DB02709
DB00550,DB01149
DB01041,DB01115
DB00563,DB00975
DB00255,DB00441
DB00169,DB04216
DB00277,DB00428
DB00788,DB01065
DB00104,DB00313
DB00313,DB03057
DB00290,DB00363
DB00170,DB00363
DB00499,DB02901
DB00316,DB01759
DB00381,DB00783
DB00305,DB01169
DB00262,DB00407
DB00624,DB00641
DB00126,DB02701
DB00184,DB00396
DB00927,DB01645
DB00201,DB00563
DB00502,DB00783
DB00584,DB00783
DB00158,DB00482
DB00470,DB00755
DB00661,DB01030
DB00472,DB00541
DB00277,DB03518
DB00481,DB00694
DB01094,DB01174
DB00368,DB03843
DB00435,DB00863
DB00571,DB00773
DB00388,DB00834
DB00470,DB03796
DB00544,DB02701
DB00472,DB00746
DB00550,DB02169
DB00428,DB01919
DB00783,DB01229
DB01174,DB01592
DB00166,DB00470
DB01093,DB01262
DB00136,DB00917
DB00675,DB01045
DB00136,DB00431
DB00368,DB00428
DB00435,DB03128
DB00170,DB01586
DB00564,DB03057
DB00526,DB01645
DB00313,DB02379
DB00295,DB02546
DB00571,DB01393
DB00428,DB02424
DB00503,DB01262
DB00305,DB00316
DB00572,DB01593
DB01254,DB01356
DB01064,DB01229
DB00368,DB03518
DB01221,DB01919
DB00197,DB00741
DB01229,DB01393
DB00313,DB01954
DB00860,DB01169
